id;nombre;descripcion;area_id;user_id;;riesgo id;;;;
13;Integridad en las contrataciones;Integridad en las contrataciones;FC;Mercapidez;;136;;;;
13;Integridad en las contrataciones;Integridad en las contrataciones;FC;Mercapidez;;139;;;;
13;Integridad en las contrataciones;Integridad en las contrataciones;FC;Mercapidez;;140;;;;
14;Adecuación estructura;Adecuación de la estructura en las Centrales Térmicas,Manual de puestos y perfiles,capacitacón;PRO;Grassi;;15;;;;
15;Análisis de pérdida económica y elaboración de procedimiento;Análisis de pérdida económica y elaboración de procedimiento;PRO;Grassi;;16;;;;
16;Políticas y Procedimientos de Gestión de inventario, limpieza de matrículas, implementación Sap;Políticas y Procedimientos de Gestión de inventario, limpieza de matrículas, implementación Sap;PRO;Grassi;;17;;;;
17;Actualización de presupuesto con base a información de CYD;Actualización de presupuesto con base a información de CYD;PRO;Grassi;;18;;;;
18;Respaldo de documentación de cada central en servidores de BAESA;Respaldo de documentación de cada central en servidores de BAESA;PRO;Grassi;;19;;;;
19;Ocupación casas de Necochea;Ocupación casas de Necochea;GAL;Langus;;20;;;;
20;Adecuación de Circuitos Administrativos de la GAL que permita abordar preventivamente los temas contingentes para BAESA;Adecuación de Circuitos Administrativos de la GAL que permita abordar preventivamente los temas contingentes para BAESA;GAL;Langus;;21;;;;
21;Firma Digital/Electrónica;Firma Digital/Electrónica;GAL;Langus;;22;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;34;Completar con todos los riesgos del plan 1866;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;35;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;36;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;37;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;38;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;39;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;109;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;110;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;137;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;138;;;;
22;Integridad, ética, procedimientos, capacitación ;Integridad, ética, procedimientos, capacitación ;FC;Mercapidez;;141;;;;
23;Sistema de Gestión SH;Sistema de Gestión SH;MASH;Fasano;;105;;;;
24;Adecuación y puesta en valor de la CT 9 de Julio;Adecuación y puesta en valor de la CT 9 de Julio;MASH;Fasano;;106;;;;
25;Campañas de concientización,Planificar pedidos de cotización, capacitación;Campañas de concientización,Planificar pedidos de cotización, capacitación;MASH;Fasano;;107;;;;
26;Programar o reforzar capacitaciones, implementar un sistema de verificación;Programar o reforzar capacitaciones, implementar un sistema de verificación;MASH;Fasano;;108;;;;
27;Adecuar Procedimiento, establecer personal reemplazable para hacer mediciones;Adecuar Procedimiento, establecer personal reemplazable para hacer mediciones;MASH;Fasano;;118;;;;
28;Modificar el Procedimiento de Control de requisitos legales, evaluar contratación vida útil;Modificar el Procedimiento de Control de requisitos legales, evaluar contratación vida útil;MASH;Fasano;;119;;;;
29;Generación de Ruidos por Grupos TG - MDP;Generación de Ruidos por Grupos TG - MDP;MASH;Fasano;;120;;;;
30;Obtener los permisos LEGA;Obtener los permisos LEGA;MASH;Fasano;;121;;;;
31; Insuficiencia en la cadena de suministro de combustible, cambios climáticos severos que afecten la actividad, necesidad de adaptación a nuevas políticas públicas y normativas ambientales.; Insuficiencia en la cadena de suministro de combustible, cambios climáticos severos que afecten la actividad, necesidad de adaptación a nuevas políticas públicas y normativas ambientales.;MASH;Fasano;;122;;;;
32;No poder concretar todos los nuevos cambios y su implicancia dentro del SGA. Readaptar el SGA a los cambios futuros.;No poder concretar todos los nuevos cambios y su implicancia dentro del SGA. Readaptar el SGA a los cambios futuros.;MASH;Fasano;;123;;;;
33;Contratación Seguro Ambiental;Contratación Seguro Ambiental;MASH;Fasano;;124;;;;
34;Revisar Instructivos de trabajo de todas las centrales, capacitar, simulacros.;Revisar Instructivos de trabajo de todas las centrales, capacitar, simulacros.;MASH;Fasano;;125;;;;
35;Aprobar Procedimiento Administrativo mediciones ambientales, adaptar instructivos, analizar plan de mantenimient;Aprobar Procedimiento Administrativo mediciones ambientales, adaptar instructivos, analizar plan de mantenimient;MASH;Fasano;;126;;;;
36;Sistema Integral de RRHH;Sistema Integral de RRHH;RRHH;Pasquale;;40;;;;
37;Integridad y seguridad de datos;Integridad y seguridad de datos;RRHH;Pasquale;;41;;;;
38; Continuidad Operativa en procesos criticos;;RRHH;Pasquale;;42;;;;
39; Plan de sucesión y capacitacion; Plan de sucesión y capacitacion;RRHH;Pasquale;;43;;;;
40;Confidencialidad de la informacion;Confidencialidad de la informacion;RRHH;Pasquale;;44;;;;
41;Aseguramiento del servicio del area;Aseguramiento del servicio del area;RRHH;Pasquale;;45;;;;
42;Formalizacion del proceso de seleccion;Formalizacion del proceso de seleccion;RRHH;Pasquale;;46;;;;
43;Transparencia en las comunicaciones Sindicales;Transparencia en las comunicaciones Sindicales;RRHH;Pasquale;;47;;;;
44;Cumplimiento Normativo:;Cumplimiento Normativo:;RRHH;Pasquale;;48;;;;
45;Conciliacion de Haberes;Conciliacion de Haberes;RRHH;Pasquale;;49;;;;
46;Aportes a campañas políticas;Aportes a campañas políticas;FC;Mercapidez;;154;;;;
47;Cambios de los integrantes del Órgano de Gobierno y/o Alta Dirección;;FC;Mercapidez;;153;;;;
48;Plan donaciones;Plan donaciones;FC;Mercapidez;;155;;;;
49;Comité de Compras - Procedimientos ;Comité de Compras - Procedimientos ;GAYFAC;Piris;;74;;;;
50;Implementación del Registo Proveeedores - Modulo Registro ;Implementación del Registo Proveeedores - Modulo Registro ;GAYFAC;Piris;;75;;;;
50;Implementación del Registo Proveeedores - Modulo Registro ;Implementación del Registo Proveeedores - Modulo Registro ;GAYFAC;Piris;;79;;;;
51;Implementación del Registo Proveeedores - Modulo Registro - Dictamen de Evaluación;Implementación del Registo Proveeedores - Modulo Registro - Dictamen de Evaluación;GAYFAC;Piris;;76;;;;
52;Implementación del Modulo Evaluación de Proveedores - SAP ;Implementación del Modulo Evaluación de Proveedores - SAP ;GAYFAC;Piris;;77;;;;
53;Mejorar en el proceso de ET servicio - Obliagatoriesdad traslado a OC - Areas Operativas SOLPED Numerada;Mejorar en el proceso de ET servicio - Obliagatoriesdad traslado a OC - Areas Operativas SOLPED Numerada;GAYFAC;Piris;;78;;;;
54;Workflow de Autorización para carga de facturas por FI;Workflow de Autorización para carga de facturas por FI;GAYFACP;Piris;;80;;;;
55;Elaboración de Progama interno para gestión automtor;Elaboración de Progama interno para gestión automtor;GAYFAA;Piris;;91;;;;
55;Elaboración de Progama interno para gestión automtor;Elaboración de Progama interno para gestión automtor;GAYFAA;Piris;;92;;;;
56;Eaboración de procedimiento area automotor;Eaboración de procedimiento area automotor;GAYFAA;Piris;;95;;;;
57;Procedimiento de pagos;Procedimiento de pagos;GAYFFT;Piris;;51;;;;
57;Procedimiento de pagos;Procedimiento de pagos;GAYFFT;Piris;;52;;;;
58;Desarrollo de la Política de Inversiones;;GAYFFT;Piris;;53;;;;
59;Asientos manuales de fondos;Asientos manuales de fondos;GAYFFC;Piris;;64;;;;
60;Asientos manuales provisiones;Asientos manuales provisiones;GAYFFC;Piris;;64;;;;
61;PROCEDIMIENTO DE ALTA, BAJA Y MODIFICACION DE ACTIVOS FIJOS;;GAYFFC;Piris;;66;;;;
62;Elaboración del Procedimiento de Comercio Exterior;Elaborar un procedimiento donde se determinen todos los puntos de control necesarios, con tiempos y recursos.;GAYFACE;Piris;;89;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
